flex1,flex2,flex3,flex4,flex5,x,y,z,face,SIGN
9,1,3,424,1888,89.06,38.19,55.44,0.069,Xin Chào
2,0,-1,7,1888,99.0,54.06,46.25,0.008,Xin Chào
0,1,2,7,1888,149.62,56.19,-10.94,0.04,Xin Chào
189,1,1,7,1889,151.37,43.56,-52.69,0.133,Xin Chào
3,1,1,7,1889,132.31,57.81,-18.62,0.005,Xin Chào
2,1,1,8,1888,103.31,41.5,44.88,0.107,Xin Chào
2,0,0,9,1888,97.19,54.69,50.25,0.004,Xin Chào
1,1,0,9,1889,129.5,68.31,6.19,0.051,Xin Chào
1,1,24,9,1888,169.5,46.19,-36.94,0.062,Xin Chào
1,2,3,9,1888,156.56,49.0,-60.0,0.005,Xin Chào
1,2,-1,9,1889,130.87,66.56,1.87,0.058,Xin Chào
16,3,2,9,1888,99.94,50.81,76.12,0.152,Xin Chào
0,1,1,9,1888,105.0,67.12,76.0,0.128,Xin Chào
1,1,2,8,1888,143.94,72.06,-47.25,0.102,Xin Chào
22,1,1,9,1889,161.0,42.88,-73.87,0.007,Xin Chào
2,1,1,8,1888,145.06,58.38,-54.5,0.033,Xin Chào
2,2,2,10,1888,120.44,69.75,29.87,0.171,Xin Chào
5,1,2,8,1889,98.94,52.5,84.37,0.007,Xin Chào
1,2,2,8,1888,102.94,61.31,67.87,0.002,Xin Chào
1,1,1,8,1889,138.0,71.69,-14.13,0.001,Xin Chào
89,1,1,7,1889,163.62,43.44,-71.12,0.004,Xin Chào
1,1,1,7,1889,150.37,54.88,-63.94,0.029,Xin Chào
0,1,0,9,1888,124.25,68.87,20.12,0.01,Xin Chào
2,1,1,8,1888,100.37,51.38,99.0,0.004,Xin Chào
1,1,0,9,1888,112.69,71.62,90.81,0.054,Xin Chào
2,1,1,9,1889,151.94,68.62,-44.13,0.063,Xin Chào
0,1,0,8,1889,151.44,49.5,-77.12,0.042,Xin Chào
2,1,1,8,1889,133.0,72.56,-32.19,0.056,Xin Chào
3,0,2,7,1889,99.25,54.5,79.0,0.047,Xin Chào
2,1,1,9,1889,87.19,39.81,98.5,0.075,Xin Chào
1,3,1,8,1888,121.44,73.75,57.88,0.053,Xin Chào
2,0,1,7,1889,166.69,56.88,-53.81,0.061,Xin Chào
1,2,1,7,1889,168.81,47.0,-73.0,0.061,Xin Chào
2,0,1,9,1889,142.62,67.19,-9.75,0.089,Xin Chào
0,1,2,8,1889,114.62,50.69,77.5,0.068,Xin Chào
3,1,0,9,1888,110.44,35.38,111.81,0.003,Xin Chào
2,2,1,9,1888,139.62,60.31,84.44,0.005,Xin Chào
1,1,1,8,1889,164.19,58.06,-41.88,0.002,Xin Chào
1,0,0,6,1888,169.75,50.19,-67.56,0.002,Xin Chào
1,3,3,8,1888,147.75,71.94,-1.0,0.002,Xin Chào
2,1,1,9,1889,122.94,45.63,95.37,0.002,Xin Chào
1,1,2,8,1888,122.94,47.19,105.87,0.003,Xin Chào
2,0,1,7,1888,148.12,77.75,38.69,0.002,Xin Chào
1,2,1,8,1889,180.62,48.06,-63.81,0.003,Xin Chào
0,2,1,8,1888,173.56,54.06,-69.19,0.003,Xin Chào
1,2,0,14,1889,144.69,73.62,11.5,0.004,Xin Chào
1,2,1,23,1889,121.0,47.81,95.06,0.005,Xin Chào
1,1,1,8,1889,123.62,63.0,66.69,0.004,Xin Chào
2,2,1,7,1888,163.81,61.0,-36.69,0.004,Xin Chào
2,0,3,7,1888,167.75,44.63,-71.87,0.005,Xin Chào
0,2,1,8,1889,149.25,65.25,-27.0,0.006,Xin Chào
1,2,1,7,1888,122.31,57.13,64.0,0.005,Xin Chào
2,2,1,9,1888,109.19,45.25,74.5,0.006,Xin Chào
-1,1,2,7,1889,128.75,66.0,21.06,0.004,Xin Chào
1,2,1,9,1889,161.0,57.13,-48.75,0.006,Xin Chào
1,3,0,7,1888,156.25,49.94,-69.19,0.006,Xin Chào
0,1,0,7,1888,134.06,67.06,-13.94,0.004,Xin Chào
0,1,2,7,1888,109.94,51.19,72.31,0.004,Xin Chào
1,0,0,4,1888,120.19,65.0,54.56,0.005,Xin Chào
1,1,1,6,1889,157.06,59.94,-39.19,0.007,Xin Chào
1,1,-1,7,1889,151.87,48.19,-71.94,0.008,Xin Chào
1,0,2,8,1888,130.25,65.06,-12.25,0.006,Xin Chào
0,2,0,7,1888,110.44,58.19,70.62,0.006,Xin Chào
1,2,1,8,1889,104.81,61.06,79.0,0.009,Xin Chào
0,2,3,8,1889,137.12,73.75,-8.63,0.005,Xin Chào
32,1,1,6,1888,153.37,43.19,-76.19,0.025,Xin Chào
2,1,0,8,1888,136.87,65.06,-49.38,0.025,Xin Chào
0,2,1,7,1888,108.87,61.81,54.0,0.012,Xin Chào
3,1,1,6,1888,96.25,56.81,80.94,0.031,Xin Chào
1,1,1,7,1888,126.94,77.94,-12.31,0.006,Xin Chào
2,1,1,6,1889,164.19,51.63,-70.69,0.12,Xin Chào
1,2,2,8,1888,160.31,53.94,-72.94,0.118,Xin Chào
2,1,-1,5,1888,135.44,64.25,-33.06,0.127,Xin Chào
1,3,0,7,1888,109.94,62.88,48.56,0.152,Xin Chào
0,2,2,7,1889,103.06,57.69,85.37,0.168,Xin Chào
2,1,1,6,1889,138.69,78.87,4.31,0.183,Xin Chào
0,1,2,4,1888,170.06,47.19,-72.94,0.12,Xin Chào
2,1,1,6,1889,162.81,54.94,-66.81,0.131,Xin Chào
1,1,1,5,1889,145.56,78.75,14.94,0.124,Xin Chào
1,3,0,6,1888,115.25,53.56,106.94,0.105,Xin Chào
0,1,2,4,1889,126.44,72.56,85.37,0.129,Xin Chào
1,1,1,6,1889,161.0,58.88,-41.25,0.13,Xin Chào
1,1,0,4,1889,159.69,42.06,-54.88,0.133,Xin Chào
0,-1,1,5,1888,145.31,64.37,-12.88,0.102,Xin Chào
1,2,1,5,1888,136.5,55.0,126.37,0.127,Xin Chào
-1,1,2,6,1888,132.87,67.37,110.19,0.115,Xin Chào
0,0,1,4,1889,153.44,67.56,-54.94,0.026,Xin Chào
0,2,0,4,1889,156.75,48.31,-74.25,0.008,Xin Chào
1,0,1,3,1888,141.5,73.94,-18.81,0.014,Xin Chào
1,1,1,4,1888,118.12,51.75,115.62,0.121,Xin Chào
0,42,1,4,1889,113.44,57.19,114.56,0.105,Xin Chào
2,1,3,4,1889,148.37,83.06,-11.63,0.008,Xin Chào
2,1,2,4,1888,180.87,51.25,-53.56,0.005,Xin Chào
3,2,0,4,1889,185.44,43.13,-68.69,0.079,Xin Chào
1,2,2,4,1888,160.12,59.75,-59.5,0.089,Xin Chào
2,0,1,4,1888,126.69,73.0,11.06,0.089,Xin Chào
1,1,0,3,1889,100.69,45.19,111.56,0.064,Xin Chào
1,1,1,4,1889,104.94,57.5,104.44,0.007,Xin Chào
0,1,1,5,1888,139.94,80.5,0.5,0.035,Xin Chào
1,1,1,7,1888,167.12,55.13,-56.56,0.012,Xin Chào
0,1,1,5,1888,172.56,50.31,-58.81,0.008,Xin Chào
3,1,1,6,1888,157.5,64.56,-37.06,0.019,Xin Chào
2,1,2,5,1888,138.75,72.5,30.69,0.012,Xin Chào
2,1,1,6,1889,118.12,53.5,102.0,0.011,Xin Chào
1,2,2,7,1888,123.5,62.31,96.06,0.0,Xin Chào
1,2,0,5,1888,161.69,67.87,-23.81,0.0,Xin Chào
86,1,1,6,1889,175.56,36.69,-72.25,0.0,Xin Chào
0,2,1,7,1888,160.31,55.81,-57.19,0.0,Xin Chào
-1,0,1,6,1889,131.87,70.37,30.87,0.0,Xin Chào
3,2,1,6,1888,109.75,47.63,109.69,0.0,Xin Chào
2,2,1,6,1888,125.75,69.94,75.44,0.0,Xin Chào
2,1,2,6,1889,175.94,55.19,-40.69,0.0,Xin Chào
390,2,1,7,1888,182.19,40.69,-73.5,0.0,Xin Chào
0,3,1,6,1889,151.25,59.69,-42.56,0.0,Xin Chào
1,1,2,7,1888,120.19,65.94,33.63,0.164,Xin Chào
1,1,2,8,1889,102.56,55.38,107.62,0.003,Xin Chào
2,1,1,6,1889,127.19,79.62,92.12,0.126,Xin Chào
0,1,2,6,1888,166.25,60.63,-50.5,0.158,Xin Chào
0,2,3,6,1889,171.81,43.06,-64.12,0.073,Xin Chào
1,0,1,6,1888,150.19,62.19,-40.69,0.016,Xin Chào
0,1,1,5,1889,121.5,65.75,61.0,0.011,Xin Chào
0,1,1,44,1888,111.56,56.44,86.62,0.004,Xin Chào
1,2,1,71,1889,135.75,71.81,43.25,0.005,Xin Chào
1,1,0,736,1889,167.81,59.5,-19.12,0.001,Xin Chào
1,1,1,382,1889,169.5,45.13,-25.87,0.001,Xin Chào
1,2,1,13,1888,150.37,51.56,2.37,0.002,Xin Chào
0,1,2,28,1889,123.62,51.81,38.0,0.004,Xin Chào
-1,1,1,6,1888,115.19,57.56,66.94,0.002,Xin Chào
2,1,1,5,1888,126.12,68.31,57.38,0.001,Xin Chào
1,2,1,5,1889,155.12,62.5,-29.31,0.002,Xin Chào
0,1,0,5,1888,158.37,42.81,-66.19,0.002,Xin Chào
0,2,1,5,1888,144.12,60.25,-39.13,0.002,Xin Chào
0,1,1,6,1889,122.44,62.69,26.56,0.003,Xin Chào
1,0,1,7,1888,108.81,51.56,91.69,0.001,Xin Chào
1,1,2,6,1889,127.37,70.69,52.0,0.004,Xin Chào
2,0,1,5,1888,156.0,55.88,-49.06,0.001,Xin Chào
0,2,1,5,1889,152.62,51.31,-66.5,0.001,Xin Chào
1,1,3,6,1888,133.5,68.5,-17.81,0.004,Xin Chào
1,1,0,4,1889,109.06,60.0,64.25,0.003,Xin Chào
1,0,1,5,1888,118.25,63.38,89.87,0.002,Xin Chào
1,1,1,5,1888,156.44,69.31,-36.06,0.002,Xin Chào
1,1,1,5,1888,165.69,41.69,-77.06,0.004,Xin Chào
1,1,3,4,1888,140.25,63.38,-36.5,0.002,Xin Chào
2,2,1,46,1889,111.69,59.75,37.31,0.004,Xin Chào
1,2,1,516,1889,85.69,34.06,94.81,0.002,Xin Chào
0,1,1,4,1888,93.31,46.56,81.56,0.006,Xin Chào
0,1,1,5,1888,138.5,68.31,22.06,0.005,Xin Chào
1,0,0,5,1889,174.69,43.56,-30.19,0.003,Xin Chào
6,1,0,6,1888,157.62,43.06,-37.13,0.003,Xin Chào
2,2,1,11,1889,122.31,53.75,12.94,0.005,Xin Chào
1,2,4,51,1889,94.69,42.63,81.06,0.004,Xin Chào
1,-1,2,819,1889,107.06,60.5,50.19,0.005,Xin Chào
2,2,2,1156,1889,152.69,59.5,-9.25,0.005,Xin Chào
50,2,89,327,1889,167.62,37.0,-59.06,0.005,Xin Chào
1,1,2,5,1888,146.44,55.56,-34.19,0.005,Xin Chào
1,1,2,148,1889,114.69,52.75,71.0,0.005,Xin Chào
1,2,0,4,1889,116.12,59.38,73.44,0.007,Xin Chào
1,1,1,6,1889,160.69,56.81,-34.13,0.006,Xin Chào
458,3,2,4,1889,179.5,27.87,-77.25,0.003,Xin Chào
1,1,2,5,1888,151.62,54.38,-48.0,0.005,Xin Chào
0,2,2,11,1888,115.12,59.31,49.38,0.005,Xin Chào
0,0,1,4,1888,108.62,57.94,75.81,0.004,Xin Chào
1,3,2,6,1888,134.87,66.19,-31.37,0.005,Xin Chào
1,8,1,5,1889,152.25,34.88,-83.5,0.006,Xin Chào
0,2,1,5,1889,136.5,60.44,-65.62,0.005,Xin Chào
3,3,2,6,1889,122.5,64.19,83.81,0.003,Xin Chào
0,1,2,4,1888,133.25,68.37,53.88,0.003,Xin Chào
1,2,2,5,1889,155.44,48.88,-56.38,0.017,Xin Chào
2,1,1,6,1889,154.75,40.63,-74.25,0.002,Xin Chào
1,2,2,6,1888,136.19,74.75,2.44,0.003,Xin Chào
2,1,1,6,1889,126.44,66.06,83.25,0.002,Xin Chào
1,2,0,5,1888,146.81,62.63,-35.63,0.004,Xin Chào
42,1,2,4,1889,156.87,38.5,-71.19,0.003,Xin Chào
0,1,1,5,1889,141.94,65.06,-19.62,0.002,Xin Chào
3,1,2,63,1889,121.31,56.94,82.87,0.005,Xin Chào
2,2,0,5,1888,129.94,67.19,49.0,0.004,Xin Chào
1,1,0,4,1889,172.94,54.25,-36.13,0.005,Xin Chào
0,1,0,3,1888,176.37,38.0,-69.5,0.005,Xin Chào
3,2,2,5,1888,148.31,65.19,-21.75,0.003,Xin Chào
1,1,2,59,1888,110.81,54.69,78.0,0.007,Xin Chào
1,2,1,4,1889,118.81,66.56,80.12,0.005,Xin Chào
0,1,1,4,1888,170.94,57.44,-34.94,0.003,Xin Chào
26,1,1,5,1888,171.25,36.63,-71.56,0.005,Xin Chào
1,1,2,5,1889,144.25,62.94,-14.06,0.006,Xin Chào
1,2,2,4,1888,116.25,56.88,75.0,0.004,Xin Chào
0,1,1,5,1888,131.12,69.81,30.81,0.009,Xin Chào
2,2,1,3,1888,163.56,47.25,-33.56,0.005,Xin Chào
1,1,1,4,1888,152.62,41.25,-54.94,0.002,Xin Chào
1,2,2,4,1889,125.06,65.31,8.75,0.006,Xin Chào
1,12,1,3,1888,111.25,52.94,85.19,0.006,Xin Chào
1,2,1,5,1888,137.5,66.19,7.12,0.003,Xin Chào
2,2,1,5,1888,169.0,35.69,-62.44,0.003,Xin Chào
0,1,1,4,1889,153.81,51.75,-51.44,0.005,Xin Chào
2,1,0,4,1889,121.19,62.56,28.25,0.002,Xin Chào
1,0,1,6,1889,101.12,42.0,92.44,0.003,Xin Chào
2,0,1,4,1888,109.81,56.94,71.37,0.005,Xin Chào
0,2,1,4,1889,146.75,60.69,-15.56,0.005,Xin Chào
1,1,1,6,1889,168.19,31.19,-62.13,0.005,Xin Chào
1,1,0,4,1889,151.75,45.0,-34.94,0.007,Xin Chào
3,1,0,4,1888,123.44,49.5,42.0,0.009,Xin Chào
3,1,1,4,1889,107.5,38.38,84.69,0.005,Xin Chào
3,1,0,4,1888,131.5,61.25,46.69,0.006,Xin Chào
0,1,1,4,1889,161.81,51.56,-42.88,0.007,Xin Chào
1,0,1,4,1888,159.31,41.38,-65.19,0.006,Xin Chào
1,1,2,3,1888,136.0,59.19,-11.69,0.006,Xin Chào
2,3,1,5,1889,108.25,41.13,81.5,0.006,Xin Chào
1,3,2,4,1889,103.19,35.0,91.87,0.007,Xin Chào
3,1,1,3,1889,133.87,61.63,29.81,0.007,Xin Chào
0,2,2,4,1889,160.44,43.38,-50.63,0.007,Xin Chào
2,2,2,3,1888,159.19,39.63,-61.56,0.008,Xin Chào
1,1,1,3,1889,130.19,57.25,-2.81,0.007,Xin Chào
185,2,3,210,1888,105.94,40.56,87.69,0.008,Xin Chào
2,1,1,5,1888,123.19,54.69,43.69,0.006,Xin Chào
2,1,2,4,1888,165.62,35.38,-50.06,0.005,Xin Chào
3,0,2,5,1888,165.75,34.44,-60.88,0.006,Xin Chào
1,0,1,4,1888,128.31,52.13,4.94,0.005,Xin Chào
251,2,3,102,1889,102.31,41.56,68.06,0.006,Xin Chào
1,1,1,3,1888,120.31,57.25,28.19,0.007,Xin Chào
1,0,1,4,1889,152.12,52.5,-18.25,0.006,Xin Chào
0,1,1,3,1888,174.56,33.13,-50.0,0.007,Xin Chào
0,0,1,4,1888,160.06,49.06,-36.19,0.006,Xin Chào
1,2,3,4,1889,144.06,62.25,70.0,0.006,Xin Chào
1,1,2,4,1889,143.19,54.81,121.0,0.008,Xin Chào
2,0,2,3,1888,153.56,80.25,115.87,0.006,Xin Chào
1,2,1,5,1889,166.62,62.69,-76.94,0.006,Xin Chào
0,2,0,3,1889,174.62,46.0,-79.06,0.008,Xin Chào
0,1,2,4,1888,153.69,62.31,-69.87,0.007,Xin Chào
0,2,0,3,1889,129.0,78.0,61.81,0.007,Xin Chào
3,258,18,4,1889,106.56,50.75,104.44,0.006,Xin Chào
2,1,1,3,1889,149.69,62.31,-15.44,0.007,Xin Chào
1,2,0,3,1888,190.06,20.69,-72.75,0.004,Xin Chào
2,2,1,3,1889,161.62,47.44,-47.25,0.007,Xin Chào
0,1,3,4,1888,130.69,62.69,-2.06,0.006,Xin Chào
1,1,1,4,1889,98.69,49.69,97.75,0.006,Xin Chào
1,1,0,6,1889,101.5,50.94,98.62,0.004,Xin Chào
2,1,2,3,1888,146.12,71.12,-3.31,0.004,Xin Chào
376,1,1,3,1889,177.44,32.56,-79.25,0.006,Xin Chào
0,2,1,3,1889,157.06,52.5,-58.0,0.005,Xin Chào
0,-1,1,2,1888,123.12,62.5,32.0,0.002,Xin Chào
2,2,2,5,1888,84.37,30.31,102.06,0.003,Xin Chào
0,1,1,4,1888,37.38,1.31,112.44,0.001,Xin Chào
3,1,1,3,1888,79.0,31.62,88.5,0.003,Xin Chào
2,2,0,3,1888,125.37,62.88,39.25,0.002,Xin Chào
123,1,0,3,1889,165.56,33.31,-80.12,0.002,Xin Chào
1,2,0,3,1889,147.06,56.75,-60.0,0.002,Xin Chào
1,2,2,4,1889,111.0,56.88,38.13,0.003,Xin Chào
2,1,2,2,1889,89.06,46.13,88.44,0.003,Xin Chào
2,1,0,3,1889,111.69,74.06,92.69,0.002,Xin Chào
1,1,1,2,1888,155.56,62.19,-69.44,0.003,Xin Chào
2,1,0,3,1889,150.31,44.88,-71.19,0.001,Xin Chào
2,0,2,3,1889,125.5,70.44,32.06,0.002,Xin Chào
2,0,1,49,1889,79.94,20.12,128.12,0.005,Xin Chào
1,0,1,2,1889,100.69,39.38,111.56,0.002,Xin Chào
0,1,1,3,1889,147.87,78.25,26.75,0.003,Xin Chào
1,1,1,3,1888,170.69,44.75,-69.81,0.002,Xin Chào
1,0,1,2,1889,149.25,57.5,-49.38,0.002,Xin Chào
2,1,1,2,1888,111.31,48.81,63.75,0.002,Xin Chào
248,1,1,5,1889,75.37,26.75,89.0,0.002,Xin Chào
0,1,-1,4,1888,101.94,53.0,73.12,0.002,Xin Chào
1,2,2,2,1888,138.12,69.12,5.81,0.002,Xin Chào
3,1,0,1,1888,156.62,36.25,-63.69,0.002,Xin Chào
1,1,1,3,1888,136.69,47.0,-17.87,0.002,Xin Chào
2,1,2,487,1889,96.81,26.75,88.37,0.002,Xin Chào
16,2,1,1,1889,91.06,18.19,92.62,0.002,Xin Chào
0,1,0,3,1888,127.31,50.75,61.44,0.001,Xin Chào
1,3,1,3,1888,152.56,49.06,-50.63,0.002,Xin Chào
1,2,1,4,1888,141.31,51.69,-58.31,0.002,Xin Chào
1,1,1,2,1888,117.37,62.0,52.94,0.002,Xin Chào
41,1,195,125,1889,87.87,19.44,114.44,0.002,Xin Chào
3,1,2,2,1889,114.25,45.19,89.75,0.002,Xin Chào
2,1,1,3,1889,152.37,68.94,15.63,0.002,Xin Chào
2,2,1,4,1888,176.94,35.31,-69.19,0.004,Xin Chào
1,1,1,3,1888,162.56,47.13,-55.44,0.001,Xin Chào
1,1,1,3,1889,128.37,55.75,26.81,0.002,Xin Chào
2,2,3,2,1889,83.94,22.81,100.12,0.002,Xin Chào
3,0,1,2,1889,67.0,10.56,103.0,0.001,Xin Chào
1,2,1,2,1889,95.25,30.37,86.19,0.002,Xin Chào
2,1,3,2,1888,131.81,52.63,60.75,0.002,Xin Chào
0,1,1,3,1889,161.75,46.63,-12.63,0.003,Xin Chào
1,1,1,3,1888,158.12,30.94,-46.38,0.002,Xin Chào
1,2,1,2,1888,139.0,31.56,5.69,0.004,Xin Chào
1,1,1,1,1888,103.06,7.62,68.94,0.006,Xin Chào
1,1,1,2,1889,80.81,-13.75,69.37,0.006,Xin Chào
-1,2,1,4,1888,74.19,-31.94,66.81,0.008,Xin Chào
0,1,-1,1,1889,55.31,-43.63,80.5,0.018,Xin Chào
2,2,1,2,1888,37.63,-59.75,82.31,0.01,Xin Chào
291,0,2,2,1888,37.56,-66.81,83.87,0.007,Xin Chào
2,0,0,2,1888,46.31,-62.44,87.12,0.007,Xin Chào
2,1,1,2,1888,53.44,-58.56,80.37,0.007,Xin Chào
0,1,0,1,1889,50.88,-58.63,81.37,0.01,Xin Chào
0,1,0,2,1889,48.38,-60.5,81.5,0.008,Xin Chào
2,1,1,3,1888,47.63,-63.56,84.31,0.013,Xin Chào
1,1,1,2,1888,49.94,-63.69,85.62,0.015,Xin Chào
2,1,1,3,1889,54.06,-59.13,79.81,0.011,Xin Chào
1,1,1,0,1889,56.25,-58.56,77.62,0.007,Xin Chào
2,1,1,1,1889,57.63,-56.38,71.69,0.044,Xin Chào
1,0,2,4,1888,57.38,-55.06,69.56,0.101,Xin Chào
2,1,1,3,1889,56.5,-54.63,69.75,0.11,Xin Chào
1,1,2,3,1889,56.38,-53.81,69.62,0.016,Xin Chào
0,2,1,3,1889,55.75,-53.69,69.75,0.09,Xin Chào
2,1,0,3,1888,55.88,-53.5,69.81,0.096,Xin Chào
1,2,1,2,1889,55.94,-53.5,69.81,0.2,Xin Chào
3,1,0,0,1888,56.06,-53.56,69.75,0.032,Xin Chào
0,1,0,3,1888,55.69,-53.69,69.5,0.044,Xin Chào
1,2,1,2,1888,54.88,-53.75,69.31,0.007,Xin Chào
1,2,1,3,1889,54.5,-53.38,69.25,0.062,Xin Chào
1,1,1,1,1888,54.25,-53.19,69.62,0.089,Xin Chào
3,2,1,2,1889,54.56,-53.31,69.81,0.156,Xin Chào
2,1,1,2,1889,54.81,-53.44,70.06,0.072,Xin Chào
0,2,1,3,1888,55.06,-53.63,69.87,0.049,Xin Chào
1,3,1,2,1889,54.5,-53.63,69.44,0.03,Xin Chào
-1,1,0,4,1888,54.13,-53.56,69.0,0.036,Xin Chào
1,2,1,1,1889,54.06,-53.69,68.62,0.146,Xin Chào
0,2,2,2,1888,54.13,-53.56,67.19,0.028,Xin Chào
3,1,2,2,1889,54.0,-52.75,65.0,0.015,Xin Chào
2,1,1,3,1889,53.69,-51.88,64.75,0.195,Xin Chào
0,1,1,1,1888,53.75,-52.31,66.5,0.032,Xin Chào
2,1,1,2,1888,54.25,-53.38,69.25,0.388,Xin Chào
0,0,0,2,1888,54.5,-53.81,72.0,0.239,Xin Chào
0,1,0,1,1889,54.88,-53.81,74.44,0.029,Xin Chào
1,0,1,3,1889,54.06,-53.88,76.25,0.001,Xin Chào
0,1,1,2,1888,44.75,-51.0,80.44,0.004,Xin Chào
0,2,1,198,1888,38.63,-37.38,80.12,0.002,Xin Chào
2,0,1,3,1889,54.38,-10.94,72.5,0.004,Xin Chào
1,2,1,3,1889,74.81,20.37,65.69,0.004,Xin Chào
1,1,0,2,1888,95.62,46.69,55.69,0.003,Xin Chào
0,1,1,2,1889,121.87,65.75,11.38,0.005,Xin Chào
1,1,0,1,1889,151.62,58.44,-38.44,0.003,Xin Chào
1,1,1,3,1888,176.62,39.5,-50.75,0.003,Xin Chào
1,1,0,2,1889,165.94,44.44,-46.88,0.003,Xin Chào
0,2,1,3,1888,132.62,64.06,-15.19,0.005,Xin Chào
0,1,2,3,1888,103.62,66.19,73.87,0.002,Xin Chào
1,1,1,3,1888,109.25,73.62,59.19,0.006,Xin Chào
1,1,1,3,1889,142.12,68.06,-33.44,0.003,Xin Chào
0,1,3,2,1889,170.31,42.56,-48.44,0.004,Xin Chào
2,2,2,3,1889,162.44,39.13,-67.06,0.004,Xin Chào
1,1,2,3,1889,130.37,59.25,-49.94,0.005,Xin Chào
2,1,2,3,1888,105.87,68.31,0.19,0.003,Xin Chào
2,2,1,3,1889,114.37,66.75,-0.5,0.004,Xin Chào
2,1,2,2,1888,144.62,55.56,-37.44,0.006,Xin Chào
1,1,1,1,1888,170.12,37.63,-49.38,0.006,Xin Chào
0,0,1,2,1889,164.5,38.69,-66.19,0.007,Xin Chào
0,2,0,2,1889,136.12,57.63,-49.31,0.005,Xin Chào
165,1,0,332,1889,97.56,72.94,38.75,0.003,Xin Chào
-1,2,0,3,1888,117.75,85.25,4.56,0.007,Xin Chào
1,2,0,3,1889,150.12,55.81,-66.31,0.001,Xin Chào
0,3,1,3,1889,160.81,36.69,-78.0,0.001,Xin Chào
